SkyRC MC5000 Charge Analyzer,Firmware V1.08,,,,,,
Program,Discharge Test,Cut-off Voltage,2.80V,Discharge Current,1.00A,,
2940,1,DSC,3.760,1.00,816.7,34.2,24.5
2940,2,DSC,3.688,1.00,816.7,94.6,24.8
2940,3,DSC,3.743,1.00,816.7,28.6,24.8
2940,4,DSC,3.751,1.00,816.7,29.2,24.5
3000,1,DSC,3.756,1.00,833.3,35.7,24.7
3000,2,DSC,3.678,1.00,833.3,94.9,24.2
3000,3,DSC,3.743,1.00,833.3,29.0,24.7
3000,4,DSC,3.741,1.00,833.3,30.0,24.5
3060,1,DSC,3.752,1.00,850.0,36.3,24.9
3060,2,DSC,3.684,1.00,850.0,96.1,24.7
3060,3,DSC,3.748,1.00,850.0,27.8,25.1
3060,4,DSC,3.737,1.00,850.0,29.6,25.2
3120,1,DSC,3.751,1.00,866.7,35.5,23.9
3120,2,DSC,3.677,1.00,866.7,94.8,25.0
3120,3,DSC,3.736,1.00,866.7,28.2,25.1
3120,4,DSC,3.738,1.00,866.7,29.7,24.5
3180,1,DSC,3.743,1.00,883.3,35.8,25.2
3180,2,DSC,3.677,1.00,883.3,94.7,24.5
3180,3,DSC,3.738,1.00,883.3,29.4,25.4
3180,4,DSC,3.737,1.00,883.3,29.7,24.6
3240,1,DSC,3.739,1.00,900.0,35.8,24.5
3240,2,DSC,3.669,1.00,900.0,94.8,25.4
3240,3,DSC,3.728,1.00,900.0,28.0,25.1
3240,4,DSC,3.733,1.00,900.0,29.2,25.4
3300,1,DSC,3.734,1.00,916.7,35.7,24.5
3300,2,DSC,3.657,1.00,916.7,94.7,24.4
3300,3,DSC,3.726,1.00,916.7,28.7,24.9
3300,4,DSC,3.716,1.00,916.7,30.1,25.0
3360,1,DSC,3.728,1.00,933.3,35.5,25.1
3360,2,DSC,3.662,1.00,933.3,94.6,24.3
3360,3,DSC,3.721,1.00,933.3,27.8,25.0
3360,4,DSC,3.725,1.00,933.3,30.3,24.4
3420,1,DSC,3.731,1.00,950.0,35.4,24.6
3420,2,DSC,3.656,1.00,950.0,94.5,24.3
3420,3,DSC,3.713,1.00,950.0,28.4,25.0
3420,4,DSC,3.715,1.00,950.0,31.8,25.2
3480,1,DSC,3.725,1.00,966.7,34.9,25.1
3480,2,DSC,3.652,1.00,966.7,94.7,24.6
3480,3,DSC,3.708,1.00,966.7,28.3,24.7
3480,4,DSC,3.713,1.00,966.7,30.7,24.9
3540,1,DSC,3.716,1.00,983.3,34.5,25.1
3540,2,DSC,3.650,1.00,983.3,94.9,25.0
3540,3,DSC,3.705,1.00,983.3,28.1,24.8
3540,4,DSC,3.702,1.00,983.3,30.5,25.0
3600,1,DSC,3.716,1.00,1000.0,35.8,24.9
3600,2,DSC,3.644,1.00,1000.0,96.4,25.0
3600,3,DSC,3.704,1.00,1000.0,27.9,24.9
3600,4,DSC,3.703,1.00,1000.0,31.5,25.3
3660,1,DSC,3.711,1.00,1016.7,35.4,25.3
3660,2,DSC,3.641,1.00,1016.7,94.3,25.1
3660,3,DSC,3.699,1.00,1016.7,29.8,25.3
3660,4,DSC,3.690,1.00,1016.7,28.6,25.3
3720,1,DSC,3.703,1.00,1033.3,34.4,24.7
3720,2,DSC,3.634,1.00,1033.3,96.0,24.6
3720,3,DSC,3.686,1.00,1033.3,28.6,24.7
3720,4,DSC,3.689,1.00,1033.3,30.4,24.8
3780,1,DSC,3.700,1.00,1050.0,36.3,25.5
3780,2,DSC,3.634,1.00,1050.0,96.2,25.0
3780,3,DSC,3.686,1.00,1050.0,28.7,25.4
3780,4,DSC,3.680,1.00,1050.0,29.8,26.0
3840,1,DSC,3.695,1.00,1066.7,36.0,24.6
3840,2,DSC,3.629,1.00,1066.7,96.1,24.8
3840,3,DSC,3.684,1.00,1066.7,28.6,25.6
3840,4,DSC,3.688,1.00,1066.7,30.0,24.7
3900,1,DSC,3.695,1.00,1083.3,35.5,25.0
3900,2,DSC,3.618,1.00,1083.3,95.2,25.0
3900,3,DSC,3.674,1.00,1083.3,27.4,25.1
3900,4,DSC,3.679,1.00,1083.3,30.3,24.8
3960,1,DSC,3.686,1.00,1100.0,37.2,25.3
3960,2,DSC,3.619,1.00,1100.0,95.7,25.7
3960,3,DSC,3.679,1.00,1100.0,28.9,25.7
3960,4,DSC,3.682,1.00,1100.0,30.5,25.4
4020,1,DSC,3.687,1.00,1116.7,36.2,24.8
4020,2,DSC,3.606,1.00,1116.7,94.3,25.7
4020,3,DSC,3.683,1.00,1116.7,28.2,25.7
4020,4,DSC,3.672,1.00,1116.7,29.8,25.2
4080,1,DSC,3.683,1.00,1133.3,34.4,24.9
4080,2,DSC,3.607,1.00,1133.3,94.7,25.9
4080,3,DSC,3.667,1.00,1133.3,27.9,25.6
4080,4,DSC,3.670,1.00,1133.3,30.0,25.4
4140,1,DSC,3.675,1.00,1150.0,35.5,25.4
4140,2,DSC,3.609,1.00,1150.0,94.5,25.2
4140,3,DSC,3.669,1.00,1150.0,28.3,25.5
4140,4,DSC,3.661,1.00,1150.0,30.2,25.3
4200,1,DSC,3.677,1.00,1166.7,35.7,25.3
4200,2,DSC,3.605,1.00,1166.7,95.7,25.1
4200,3,DSC,3.662,1.00,1166.7,28.9,25.6
4200,4,DSC,3.661,1.00,1166.7,31.1,25.1
4260,1,DSC,3.671,1.00,1183.3,35.0,25.2
4260,2,DSC,3.597,1.00,1183.3,96.5,25.1
4260,3,DSC,3.655,1.00,1183.3,28.9,25.1
4260,4,DSC,3.654,1.00,1183.3,29.8,25.6
4320,1,DSC,3.668,1.00,1200.0,34.5,24.5
4320,2,DSC,3.599,1.00,1200.0,95.5,25.1
4320,3,DSC,3.647,1.00,1200.0,29.4,25.2
4320,4,DSC,3.652,1.00,1200.0,30.5,25.7
4380,1,DSC,3.659,1.00,1216.7,35.6,25.5
4380,2,DSC,3.588,1.00,1216.7,94.8,24.9
4380,3,DSC,3.644,1.00,1216.7,28.8,24.8
4380,4,DSC,3.651,1.00,1216.7,30.2,25.4
4440,1,DSC,3.659,1.00,1233.3,36.4,25.3
4440,2,DSC,3.591,1.00,1233.3,95.5,25.7
4440,3,DSC,3.643,1.00,1233.3,28.6,25.7
4440,4,DSC,3.644,1.00,1233.3,31.1,26.1
4500,1,DSC,3.651,1.00,1250.0,35.9,25.0
4500,2,DSC,3.578,1.00,1250.0,94.6,25.7
4500,3,DSC,3.649,1.00,1250.0,27.4,25.4
4500,4,DSC,3.640,1.00,1250.0,30.3,25.4
4560,1,DSC,3.651,1.00,1266.7,35.4,25.4
4560,2,DSC,3.580,1.00,1266.7,93.4,26.1
4560,3,DSC,3.627,1.00,1266.7,28.9,25.4
4560,4,DSC,3.636,1.00,1266.7,30.2,25.6
4620,1,DSC,3.655,1.00,1283.3,34.9,25.5
4620,2,DSC,3.571,1.00,1283.3,95.8,25.1
4620,3,DSC,3.630,1.00,1283.3,28.7,25.1
4620,4,DSC,3.629,1.00,1283.3,30.6,25.6
4680,1,DSC,3.650,1.00,1300.0,36.0,25.8
4680,2,DSC,3.568,1.00,1300.0,94.1,25.7
4680,3,DSC,3.625,1.00,1300.0,28.2,26.2
4680,4,DSC,3.625,1.00,1300.0,31.0,25.4
4740,1,DSC,3.638,1.00,1316.7,35.9,25.6
4740,2,DSC,3.574,1.00,1316.7,95.5,25.8
4740,3,DSC,3.623,1.00,1316.7,28.0,25.7
4740,4,DSC,3.624,1.00,1316.7,30.8,25.4
4800,1,DSC,3.646,1.00,1333.3,36.6,25.7
4800,2,DSC,3.568,1.00,1333.3,95.2,25.4
4800,3,DSC,3.612,1.00,1333.3,28.4,25.6
4800,4,DSC,3.621,1.00,1333.3,29.7,26.0
4860,1,DSC,3.629,1.00,1350.0,34.7,25.0
4860,2,DSC,3.553,1.00,1350.0,95.7,25.9
4860,3,DSC,3.615,1.00,1350.0,27.7,25.8
4860,4,DSC,3.614,1.00,1350.0,29.8,25.9
4920,1,DSC,3.631,1.00,1366.7,35.4,26.0
4920,2,DSC,3.556,1.00,1366.7,95.7,25.3
4920,3,DSC,3.611,1.00,1366.7,27.8,25.6
4920,4,DSC,3.611,1.00,1366.7,30.2,25.7
4980,1,DSC,3.617,1.00,1383.3,35.4,25.9
4980,2,DSC,3.554,1.00,1383.3,93.7,25.8
4980,3,DSC,3.607,1.00,1383.3,29.2,26.2
4980,4,DSC,3.603,1.00,1383.3,29.6,25.7
5040,1,DSC,3.622,1.00,1400.0,34.9,25.8
5040,2,DSC,3.546,1.00,1400.0,94.6,26.1
5040,3,DSC,3.598,1.00,1400.0,28.9,25.6
5040,4,DSC,3.607,1.00,1400.0,29.1,25.4
5100,1,DSC,3.618,1.00,1416.7,36.4,25.6
5100,2,DSC,3.545,1.00,1416.7,94.8,26.3
5100,3,DSC,3.606,1.00,1416.7,26.6,26.1
5100,4,DSC,3.595,1.00,1416.7,30.0,25.3
5160,1,DSC,3.615,1.00,1433.3,36.1,25.1
5160,2,DSC,3.541,1.00,1433.3,93.5,25.9
5160,3,DSC,3.596,1.00,1433.3,27.7,26.2
5160,4,DSC,3.598,1.00,1433.3,31.0,26.2
5220,1,DSC,3.611,1.00,1450.0,36.7,25.7
5220,2,DSC,3.542,1.00,1450.0,92.3,25.7
5220,3,DSC,3.579,1.00,1450.0,28.3,25.5
5220,4,DSC,3.592,1.00,1450.0,30.8,26.0
5280,1,DSC,3.601,1.00,1466.7,35.8,26.1
5280,2,DSC,3.536,1.00,1466.7,95.6,25.7
5280,3,DSC,3.577,1.00,1466.7,27.6,25.1
5280,4,DSC,3.587,1.00,1466.7,29.9,26.4
5340,1,DSC,3.602,1.00,1483.3,35.4,25.7
5340,2,DSC,3.530,1.00,1483.3,94.3,25.8
5340,3,DSC,3.585,1.00,1483.3,29.3,25.8
5340,4,DSC,3.582,1.00,1483.3,31.1,25.9
5400,1,DSC,3.598,1.00,1500.0,35.4,25.6
5400,2,DSC,3.521,1.00,1500.0,94.8,26.2
5400,3,DSC,3.577,1.00,1500.0,28.6,25.9
5400,4,DSC,3.580,1.00,1500.0,29.3,25.8
5460,1,DSC,3.596,1.00,1516.7,34.7,25.5
5460,2,DSC,3.509,1.00,1516.7,95.2,25.8
5460,3,DSC,3.569,1.00,1516.7,28.6,26.6
5460,4,DSC,3.576,1.00,1516.7,30.2,25.8
5520,1,DSC,3.591,1.00,1533.3,36.3,25.7
5520,2,DSC,3.513,1.00,1533.3,94.7,26.5
5520,3,DSC,3.573,1.00,1533.3,28.3,26.0
5520,4,DSC,3.570,1.00,1533.3,31.3,26.1
5580,1,DSC,3.593,1.00,1550.0,35.6,26.1
5580,2,DSC,3.510,1.00,1550.0,93.5,26.0
5580,3,DSC,3.563,1.00,1550.0,29.7,26.1
5580,4,DSC,3.570,1.00,1550.0,29.9,25.9
5640,1,DSC,3.579,1.00,1566.7,35.0,26.3
5640,2,DSC,3.510,1.00,1566.7,94.7,25.7
5640,3,DSC,3.563,1.00,1566.7,29.1,25.8
5640,4,DSC,3.556,1.00,1566.7,30.5,26.0
5700,1,DSC,3.580,1.00,1583.3,35.2,25.8
5700,2,DSC,3.504,1.00,1583.3,95.6,26.4
5700,3,DSC,3.561,1.00,1583.3,28.7,26.1
5700,4,DSC,3.557,1.00,1583.3,28.7,26.1
5760,1,DSC,3.574,1.00,1600.0,36.0,26.3
5760,2,DSC,3.504,1.00,1600.0,95.3,26.7
5760,3,DSC,3.558,1.00,1600.0,28.3,26.5
5760,4,DSC,3.557,1.00,1600.0,30.1,26.2
5820,1,DSC,3.579,1.00,1616.7,34.4,25.9
5820,2,DSC,3.501,1.00,1616.7,95.5,26.3
5820,3,DSC,3.552,1.00,1616.7,27.8,26.4
5820,4,DSC,3.539,1.00,1616.7,29.7,26.2
5880,1,DSC,3.569,1.00,1633.3,36.4,25.8
5880,2,DSC,3.494,1.00,1633.3,95.9,26.1
5880,3,DSC,3.551,1.00,1633.3,27.1,26.4
5880,4,DSC,3.551,1.00,1633.3,30.8,26.6
5940,1,DSC,3.555,1.00,1650.0,36.1,26.1
5940,2,DSC,3.485,1.00,1650.0,95.7,26.1
5940,3,DSC,3.539,1.00,1650.0,27.8,26.3
5940,4,DSC,3.539,1.00,1650.0,30.5,26.3
6000,1,DSC,3.562,1.00,1666.7,36.3,26.0
6000,2,DSC,3.495,1.00,1666.7,94.1,25.8
6000,3,DSC,3.535,1.00,1666.7,29.9,26.3
6000,4,DSC,3.537,1.00,1666.7,30.9,26.6
6060,1,DSC,3.555,1.00,1683.3,36.0,26.0
6060,2,DSC,3.481,1.00,1683.3,95.1,26.2
6060,3,DSC,3.537,1.00,1683.3,29.4,26.3
6060,4,DSC,3.536,1.00,1683.3,30.9,26.1
6120,1,DSC,3.550,1.00,1700.0,35.5,25.9
6120,2,DSC,3.482,1.00,1700.0,95.3,26.3
6120,3,DSC,3.533,1.00,1700.0,28.4,26.2
6120,4,DSC,3.536,1.00,1700.0,30.2,26.4
6180,1,DSC,3.553,1.00,1716.7,35.1,26.0
6180,2,DSC,3.474,1.00,1716.7,94.8,26.3
6180,3,DSC,3.524,1.00,1716.7,29.5,26.6
6180,4,DSC,3.523,1.00,1716.7,30.7,26.0
6240,1,DSC,3.542,1.00,1733.3,35.5,26.5
6240,2,DSC,3.476,1.00,1733.3,94.4,26.0
6240,3,DSC,3.527,1.00,1733.3,29.0,26.8
6240,4,DSC,3.525,1.00,1733.3,30.5,26.9
6300,1,DSC,3.545,1.00,1750.0,36.8,26.3
6300,2,DSC,3.472,1.00,1750.0,95.8,26.4
6300,3,DSC,3.521,1.00,1750.0,29.8,26.3
6300,4,DSC,3.526,1.00,1750.0,30.5,26.5
6360,1,DSC,3.535,1.00,1766.7,35.8,26.5
6360,2,DSC,3.470,1.00,1766.7,94.4,26.5
6360,3,DSC,3.513,1.00,1766.7,27.8,26.3
6360,4,DSC,3.511,1.00,1766.7,29.0,26.6
6420,1,DSC,3.534,1.00,1783.3,35.7,26.4
6420,2,DSC,3.460,1.00,1783.3,95.2,26.6
6420,3,DSC,3.502,1.00,1783.3,28.1,26.2
6420,4,DSC,3.509,1.00,1783.3,29.4,27.3
6480,1,DSC,3.533,1.00,1800.0,35.8,26.5
6480,2,DSC,3.459,1.00,1800.0,94.5,26.1
6480,3,DSC,3.506,1.00,1800.0,29.3,26.3
6480,4,DSC,3.506,1.00,1800.0,30.6,27.1
6540,1,DSC,3.528,1.00,1816.7,34.9,26.5
6540,2,DSC,3.449,1.00,1816.7,95.6,26.7
6540,3,DSC,3.498,1.00,1816.7,29.6,26.8
6540,4,DSC,3.505,1.00,1816.7,29.2,26.4
6600,1,DSC,3.519,1.00,1833.3,36.0,26.3
6600,2,DSC,3.445,1.00,1833.3,93.8,26.5
6600,3,DSC,3.482,1.00,1833.3,27.3,27.0
6600,4,DSC,3.493,1.00,1833.3,31.4,26.6
6660,1,DSC,3.519,1.00,1850.0,35.8,26.3
6660,2,DSC,3.439,1.00,1850.0,96.4,26.5
6660,3,DSC,3.486,1.00,1850.0,28.5,26.9
6660,4,DSC,3.490,1.00,1850.0,30.5,26.6
6720,1,DSC,3.512,1.00,1866.7,37.0,25.9
6720,2,DSC,3.428,1.00,1866.7,93.7,26.8
6720,3,DSC,3.475,1.00,1866.7,29.2,26.7
6720,4,DSC,3.475,1.00,1866.7,29.6,26.6
6780,1,DSC,3.517,1.00,1883.3,36.0,26.1
6780,2,DSC,3.425,1.00,1883.3,94.8,26.3
6780,3,DSC,3.465,1.00,1883.3,27.9,26.7
6780,4,DSC,3.480,1.00,1883.3,30.7,26.8
6840,1,DSC,3.505,1.00,1900.0,35.5,25.9
6840,2,DSC,3.421,1.00,1900.0,95.4,26.1
6840,3,DSC,3.459,1.00,1900.0,27.7,26.7
6840,4,DSC,3.467,1.00,1900.0,30.1,26.5
6900,1,DSC,3.504,1.00,1916.7,35.0,26.8
6900,2,DSC,3.410,1.00,1916.7,94.9,26.7
6900,3,DSC,3.454,1.00,1916.7,29.2,26.7
6900,4,DSC,3.460,1.00,1916.7,30.3,26.9
6960,1,DSC,3.494,1.00,1933.3,35.6,26.8
6960,2,DSC,3.407,1.00,1933.3,93.8,26.2
6960,3,DSC,3.447,1.00,1933.3,29.0,27.2
6960,4,DSC,3.458,1.00,1933.3,29.4,26.7
7020,1,DSC,3.491,1.00,1950.0,34.9,26.5
7020,2,DSC,3.397,1.00,1950.0,95.1,26.9
