SkyRC MC5000 Charge Analyzer,Firmware V1.08,,,,,,
Program,Discharge Test,Cut-off Voltage,2.80V,Discharge Current,1.00A,,
1080,1,DSC,3.922,1.00,300.0,37.5,23.5
1080,2,DSC,3.940,1.00,300.0,25.8,23.1
1080,3,DSC,3.923,1.00,300.0,34.9,23.7
1080,4,DSC,3.921,1.00,300.0,39.9,23.8
1140,1,DSC,3.916,1.00,316.7,39.8,23.2
1140,2,DSC,3.935,1.00,316.7,25.9,23.9
1140,3,DSC,3.915,1.00,316.7,35.2,23.4
1140,4,DSC,3.917,1.00,316.7,40.0,24.1
1200,1,DSC,3.918,1.00,333.3,39.6,23.1
1200,2,DSC,3.921,1.00,333.3,25.3,24.1
1200,3,DSC,3.912,1.00,333.3,35.4,23.3
1200,4,DSC,3.918,1.00,333.3,39.9,23.5
1260,1,DSC,3.911,1.00,350.0,39.8,24.0
1260,2,DSC,3.920,1.00,350.0,24.8,23.6
1260,3,DSC,3.896,1.00,350.0,34.5,24.1
1260,4,DSC,3.903,1.00,350.0,37.9,23.9
1320,1,DSC,3.901,1.00,366.7,40.5,23.9
1320,2,DSC,3.912,1.00,366.7,24.6,23.2
1320,3,DSC,3.892,1.00,366.7,37.1,24.1
1320,4,DSC,3.899,1.00,366.7,39.1,23.7
1380,1,DSC,3.901,1.00,383.3,39.7,24.0
1380,2,DSC,3.899,1.00,383.3,26.1,23.7
1380,3,DSC,3.881,1.00,383.3,36.8,23.7
1380,4,DSC,3.896,1.00,383.3,36.9,24.0
1440,1,DSC,3.885,1.00,400.0,39.6,23.8
1440,2,DSC,3.897,1.00,400.0,25.8,23.4
1440,3,DSC,3.880,1.00,400.0,34.8,24.6
1440,4,DSC,3.881,1.00,400.0,38.4,24.1
1500,1,DSC,3.882,1.00,416.7,39.4,23.5
1500,2,DSC,3.890,1.00,416.7,25.4,23.6
1500,3,DSC,3.872,1.00,416.7,36.0,23.9
1500,4,DSC,3.878,1.00,416.7,38.6,23.9
1560,1,DSC,3.872,1.00,433.3,40.6,24.0
1560,2,DSC,3.886,1.00,433.3,25.4,23.5
1560,3,DSC,3.861,1.00,433.3,36.2,23.9
1560,4,DSC,3.869,1.00,433.3,39.4,23.8
1620,1,DSC,3.868,1.00,450.0,39.7,24.4
1620,2,DSC,3.884,1.00,450.0,26.5,23.9
1620,3,DSC,3.849,1.00,450.0,35.7,24.1
1620,4,DSC,3.863,1.00,450.0,40.3,23.4
1680,1,DSC,3.861,1.00,466.7,40.6,23.8
1680,2,DSC,3.878,1.00,466.7,26.0,23.7
1680,3,DSC,3.855,1.00,466.7,35.2,24.0
1680,4,DSC,3.852,1.00,466.7,37.8,23.9
1740,1,DSC,3.848,1.00,483.3,40.3,23.6
1740,2,DSC,3.862,1.00,483.3,26.5,24.2
1740,3,DSC,3.840,1.00,483.3,35.3,24.5
1740,4,DSC,3.848,1.00,483.3,38.6,23.6
1800,1,DSC,3.854,1.00,500.0,39.4,24.0
1800,2,DSC,3.858,1.00,500.0,25.2,24.5
1800,3,DSC,3.829,1.00,500.0,36.3,24.5
1800,4,DSC,3.842,1.00,500.0,38.7,24.2
1860,1,DSC,3.844,1.00,516.7,39.4,23.5
1860,2,DSC,3.856,1.00,516.7,26.3,23.8
1860,3,DSC,3.837,1.00,516.7,34.2,24.3
1860,4,DSC,3.844,1.00,516.7,38.4,23.8
1920,1,DSC,3.840,1.00,533.3,39.8,24.0
1920,2,DSC,3.846,1.00,533.3,25.9,24.0
1920,3,DSC,3.827,1.00,533.3,36.4,24.2
1920,4,DSC,3.828,1.00,533.3,38.2,24.5
1980,1,DSC,3.832,1.00,550.0,38.0,24.1
1980,2,DSC,3.845,1.00,550.0,24.9,23.9
1980,3,DSC,3.829,1.00,550.0,36.8,25.0
1980,4,DSC,3.826,1.00,550.0,39.8,24.6
2040,1,DSC,3.827,1.00,566.7,40.3,24.4
2040,2,DSC,3.839,1.00,566.7,26.5,24.6
2040,3,DSC,3.813,1.00,566.7,34.7,24.0
2040,4,DSC,3.818,1.00,566.7,39.7,24.2
2100,1,DSC,3.822,1.00,583.3,38.3,23.8
2100,2,DSC,3.838,1.00,583.3,25.3,23.9
2100,3,DSC,3.813,1.00,583.3,35.4,24.5
2100,4,DSC,3.817,1.00,583.3,39.1,24.0
2160,1,DSC,3.817,1.00,600.0,39.7,23.5
2160,2,DSC,3.827,1.00,600.0,24.9,23.5
2160,3,DSC,3.809,1.00,600.0,35.8,24.7
2160,4,DSC,3.814,1.00,600.0,39.3,24.2
2220,1,DSC,3.811,1.00,616.7,40.6,24.2
2220,2,DSC,3.822,1.00,616.7,25.3,24.5
2220,3,DSC,3.795,1.00,616.7,36.9,24.5
2220,4,DSC,3.802,1.00,616.7,40.0,23.4
2280,1,DSC,3.807,1.00,633.3,39.5,24.3
2280,2,DSC,3.813,1.00,633.3,25.1,24.0
2280,3,DSC,3.788,1.00,633.3,34.9,23.8
2280,4,DSC,3.801,1.00,633.3,38.5,24.5
2340,1,DSC,3.804,1.00,650.0,38.8,25.0
2340,2,DSC,3.808,1.00,650.0,25.4,24.3
2340,3,DSC,3.778,1.00,650.0,35.9,24.2
2340,4,DSC,3.793,1.00,650.0,38.1,24.5
2400,1,DSC,3.802,1.00,666.7,40.1,24.0
2400,2,DSC,3.807,1.00,666.7,24.8,24.6
2400,3,DSC,3.786,1.00,666.7,36.6,24.2
2400,4,DSC,3.792,1.00,666.7,39.0,24.4
2460,1,DSC,3.794,1.00,683.3,38.8,24.5
2460,2,DSC,3.806,1.00,683.3,26.1,23.9
2460,3,DSC,3.776,1.00,683.3,35.8,24.3
2460,4,DSC,3.780,1.00,683.3,38.7,24.3
2520,1,DSC,3.789,1.00,700.0,39.7,24.4
2520,2,DSC,3.801,1.00,700.0,25.6,24.0
2520,3,DSC,3.775,1.00,700.0,36.0,24.5
2520,4,DSC,3.778,1.00,700.0,39.2,24.3
2580,1,DSC,3.782,1.00,716.7,39.4,24.3
2580,2,DSC,3.792,1.00,716.7,26.5,24.4
2580,3,DSC,3.770,1.00,716.7,35.8,24.3
2580,4,DSC,3.773,1.00,716.7,38.1,24.3
2640,1,DSC,3.784,1.00,733.3,40.0,24.4
2640,2,DSC,3.783,1.00,733.3,26.6,23.9
2640,3,DSC,3.756,1.00,733.3,36.0,24.4
2640,4,DSC,3.771,1.00,733.3,38.5,24.1
2700,1,DSC,3.757,1.00,750.0,40.0,24.3
2700,2,DSC,3.782,1.00,750.0,26.3,24.5
2700,3,DSC,3.759,1.00,750.0,35.3,24.7
2700,4,DSC,3.752,1.00,750.0,38.1,24.0
2760,1,DSC,3.766,1.00,766.7,39.3,24.6
2760,2,DSC,3.789,1.00,766.7,24.6,24.6
2760,3,DSC,3.754,1.00,766.7,35.0,24.7
2760,4,DSC,3.752,1.00,766.7,39.7,24.8
2820,1,DSC,3.764,1.00,783.3,40.8,25.3
2820,2,DSC,3.773,1.00,783.3,26.3,24.8
2820,3,DSC,3.753,1.00,783.3,36.7,24.6
2820,4,DSC,3.752,1.00,783.3,38.3,23.9
2880,1,DSC,3.756,1.00,800.0,40.5,24.4
2880,2,DSC,3.760,1.00,800.0,25.2,24.7
2880,3,DSC,3.738,1.00,800.0,35.7,24.9
2880,4,DSC,3.750,1.00,800.0,38.8,24.4
2940,1,DSC,3.750,1.00,816.7,40.2,24.3
2940,2,DSC,3.764,1.00,816.7,24.9,24.8
2940,3,DSC,3.738,1.00,816.7,36.1,25.3
2940,4,DSC,3.744,1.00,816.7,38.6,24.6
3000,1,DSC,3.748,1.00,833.3,40.3,24.4
3000,2,DSC,3.762,1.00,833.3,24.6,25.4
3000,3,DSC,3.733,1.00,833.3,34.8,24.9
3000,4,DSC,3.740,1.00,833.3,39.7,24.5
3060,1,DSC,3.744,1.00,850.0,39.9,25.1
3060,2,DSC,3.749,1.00,850.0,25.5,24.9
3060,3,DSC,3.724,1.00,850.0,35.9,25.2
3060,4,DSC,3.728,1.00,850.0,38.2,24.7
3120,1,DSC,3.738,1.00,866.7,40.3,24.9
3120,2,DSC,3.749,1.00,866.7,25.6,24.9
3120,3,DSC,3.720,1.00,866.7,34.6,25.6
3120,4,DSC,3.733,1.00,866.7,39.0,25.0
3180,1,DSC,3.728,1.00,883.3,40.2,25.0
3180,2,DSC,3.734,1.00,883.3,25.7,24.9
3180,3,DSC,3.719,1.00,883.3,35.8,24.3
3180,4,DSC,3.722,1.00,883.3,38.9,25.2
3240,1,DSC,3.728,1.00,900.0,40.5,24.6
3240,2,DSC,3.734,1.00,900.0,24.5,24.5
3240,3,DSC,3.711,1.00,900.0,34.7,25.0
3240,4,DSC,3.712,1.00,900.0,39.7,24.2
3300,1,DSC,3.728,1.00,916.7,39.1,25.6
3300,2,DSC,3.733,1.00,916.7,26.2,24.5
3300,3,DSC,3.712,1.00,916.7,35.6,25.2
3300,4,DSC,3.705,1.00,916.7,37.5,24.9
3360,1,DSC,3.723,1.00,933.3,39.6,24.5
3360,2,DSC,3.732,1.00,933.3,24.2,24.7
3360,3,DSC,3.708,1.00,933.3,36.3,25.1
3360,4,DSC,3.709,1.00,933.3,38.7,24.6
3420,1,DSC,3.715,1.00,950.0,39.9,24.7
3420,2,DSC,3.720,1.00,950.0,25.6,24.4
3420,3,DSC,3.698,1.00,950.0,36.3,24.9
3420,4,DSC,3.706,1.00,950.0,38.5,24.9
3480,1,DSC,3.716,1.00,966.7,40.0,25.2
3480,2,DSC,3.713,1.00,966.7,24.7,24.8
3480,3,DSC,3.691,1.00,966.7,35.3,25.0
3480,4,DSC,3.697,1.00,966.7,38.2,25.3
3540,1,DSC,3.702,1.00,983.3,39.8,24.8
3540,2,DSC,3.715,1.00,983.3,25.6,25.0
3540,3,DSC,3.684,1.00,983.3,35.5,25.0
3540,4,DSC,3.695,1.00,983.3,38.8,25.1
3600,1,DSC,3.703,1.00,1000.0,39.2,24.6
3600,2,DSC,3.707,1.00,1000.0,26.0,25.6
3600,3,DSC,3.686,1.00,1000.0,34.5,25.0
3600,4,DSC,3.693,1.00,1000.0,39.0,25.0
3660,1,DSC,3.704,1.00,1016.7,39.9,24.5
3660,2,DSC,3.705,1.00,1016.7,25.0,25.0
3660,3,DSC,3.682,1.00,1016.7,34.9,24.8
3660,4,DSC,3.689,1.00,1016.7,39.0,25.3
3720,1,DSC,3.692,1.00,1033.3,39.0,24.5
3720,2,DSC,3.707,1.00,1033.3,25.1,24.8
3720,3,DSC,3.672,1.00,1033.3,37.8,25.0
3720,4,DSC,3.687,1.00,1033.3,39.7,25.2
3780,1,DSC,3.685,1.00,1050.0,39.7,24.7
3780,2,DSC,3.700,1.00,1050.0,26.7,25.3
3780,3,DSC,3.673,1.00,1050.0,34.7,25.0
3780,4,DSC,3.679,1.00,1050.0,38.6,25.1
3840,1,DSC,3.696,1.00,1066.7,38.9,24.9
3840,2,DSC,3.697,1.00,1066.7,25.8,25.2
3840,3,DSC,3.675,1.00,1066.7,35.3,24.9
3840,4,DSC,3.679,1.00,1066.7,38.5,25.8
3900,1,DSC,3.678,1.00,1083.3,40.2,25.4
3900,2,DSC,3.682,1.00,1083.3,25.0,25.1
3900,3,DSC,3.658,1.00,1083.3,36.2,25.4
3900,4,DSC,3.668,1.00,1083.3,37.5,24.9
3960,1,DSC,3.674,1.00,1100.0,40.3,24.7
3960,2,DSC,3.679,1.00,1100.0,25.4,24.7
3960,3,DSC,3.660,1.00,1100.0,35.1,25.1
3960,4,DSC,3.660,1.00,1100.0,37.9,24.9
4020,1,DSC,3.676,1.00,1116.7,40.2,25.7
4020,2,DSC,3.675,1.00,1116.7,24.9,24.8
4020,3,DSC,3.656,1.00,1116.7,35.6,25.0
4020,4,DSC,3.662,1.00,1116.7,38.9,25.5
4080,1,DSC,3.669,1.00,1133.3,40.2,25.2
4080,2,DSC,3.678,1.00,1133.3,24.8,24.9
4080,3,DSC,3.655,1.00,1133.3,36.1,25.4
4080,4,DSC,3.659,1.00,1133.3,39.4,25.7
4140,1,DSC,3.658,1.00,1150.0,40.6,24.9
4140,2,DSC,3.675,1.00,1150.0,26.8,25.1
4140,3,DSC,3.650,1.00,1150.0,35.1,25.7
4140,4,DSC,3.661,1.00,1150.0,39.9,25.9
4200,1,DSC,3.665,1.00,1166.7,39.4,25.4
4200,2,DSC,3.668,1.00,1166.7,24.9,25.2
4200,3,DSC,3.644,1.00,1166.7,35.8,25.5
4200,4,DSC,3.655,1.00,1166.7,39.0,26.1
4260,1,DSC,3.658,1.00,1183.3,39.5,25.4
4260,2,DSC,3.667,1.00,1183.3,25.1,25.5
4260,3,DSC,3.635,1.00,1183.3,36.2,24.7
4260,4,DSC,3.652,1.00,1183.3,38.7,25.0
4320,1,DSC,3.653,1.00,1200.0,39.2,25.3
4320,2,DSC,3.655,1.00,1200.0,26.0,25.7
4320,3,DSC,3.636,1.00,1200.0,37.1,25.7
4320,4,DSC,3.642,1.00,1200.0,39.0,25.2
4380,1,DSC,3.652,1.00,1216.7,40.6,25.6
4380,2,DSC,3.662,1.00,1216.7,25.3,25.3
4380,3,DSC,3.637,1.00,1216.7,36.2,25.2
4380,4,DSC,3.643,1.00,1216.7,38.9,25.5
4440,1,DSC,3.645,1.00,1233.3,38.4,25.1
4440,2,DSC,3.655,1.00,1233.3,26.2,25.4
4440,3,DSC,3.626,1.00,1233.3,34.9,25.8
4440,4,DSC,3.643,1.00,1233.3,38.2,26.3
4500,1,DSC,3.650,1.00,1250.0,40.2,24.8
4500,2,DSC,3.654,1.00,1250.0,25.0,25.6
4500,3,DSC,3.620,1.00,1250.0,35.2,25.7
4500,4,DSC,3.627,1.00,1250.0,38.5,25.1
4560,1,DSC,3.643,1.00,1266.7,40.6,25.5
4560,2,DSC,3.650,1.00,1266.7,25.4,25.5
4560,3,DSC,3.623,1.00,1266.7,36.0,25.2
4560,4,DSC,3.632,1.00,1266.7,40.4,25.5
4620,1,DSC,3.631,1.00,1283.3,40.0,25.3
4620,2,DSC,3.640,1.00,1283.3,26.0,25.2
4620,3,DSC,3.614,1.00,1283.3,37.0,25.3
4620,4,DSC,3.621,1.00,1283.3,38.5,25.3
4680,1,DSC,3.630,1.00,1300.0,39.7,25.2
4680,2,DSC,3.636,1.00,1300.0,26.1,25.8
4680,3,DSC,3.607,1.00,1300.0,34.7,25.7
4680,4,DSC,3.618,1.00,1300.0,38.2,25.4
4740,1,DSC,3.630,1.00,1316.7,39.5,25.5
4740,2,DSC,3.630,1.00,1316.7,25.8,25.7
4740,3,DSC,3.609,1.00,1316.7,35.3,26.1
4740,4,DSC,3.613,1.00,1316.7,39.4,25.6
4800,1,DSC,3.621,1.00,1333.3,39.5,25.5
4800,2,DSC,3.635,1.00,1333.3,26.0,25.6
4800,3,DSC,3.604,1.00,1333.3,35.8,26.0
4800,4,DSC,3.609,1.00,1333.3,39.1,25.2
4860,1,DSC,3.623,1.00,1350.0,39.1,25.5
4860,2,DSC,3.628,1.00,1350.0,26.5,25.3
4860,3,DSC,3.602,1.00,1350.0,35.7,25.0
4860,4,DSC,3.612,1.00,1350.0,38.5,25.7
4920,1,DSC,3.615,1.00,1366.7,39.3,25.3
4920,2,DSC,3.618,1.00,1366.7,25.1,25.4
4920,3,DSC,3.588,1.00,1366.7,35.7,25.8
4920,4,DSC,3.603,1.00,1366.7,37.7,26.0
4980,1,DSC,3.614,1.00,1383.3,41.2,25.4
4980,2,DSC,3.622,1.00,1383.3,26.4,25.8
4980,3,DSC,3.589,1.00,1383.3,35.3,26.1
4980,4,DSC,3.597,1.00,1383.3,38.4,25.6
5040,1,DSC,3.607,1.00,1400.0,38.6,25.3
5040,2,DSC,3.616,1.00,1400.0,25.1,26.0
5040,3,DSC,3.586,1.00,1400.0,36.1,26.1
5040,4,DSC,3.599,1.00,1400.0,37.6,25.9
5100,1,DSC,3.608,1.00,1416.7,38.0,26.0
5100,2,DSC,3.610,1.00,1416.7,25.3,25.8
5100,3,DSC,3.581,1.00,1416.7,35.4,25.9
5100,4,DSC,3.594,1.00,1416.7,38.7,25.8
5160,1,DSC,3.601,1.00,1433.3,38.6,26.0
5160,2,DSC,3.607,1.00,1433.3,24.6,25.7
5160,3,DSC,3.574,1.00,1433.3,35.8,25.9
5160,4,DSC,3.591,1.00,1433.3,38.3,26.2
5220,1,DSC,3.603,1.00,1450.0,40.5,25.7
5220,2,DSC,3.606,1.00,1450.0,26.0,26.1
5220,3,DSC,3.570,1.00,1450.0,33.8,26.4
5220,4,DSC,3.584,1.00,1450.0,39.5,26.0
5280,1,DSC,3.590,1.00,1466.7,39.8,26.1
5280,2,DSC,3.594,1.00,1466.7,25.4,25.7
5280,3,DSC,3.572,1.00,1466.7,36.9,25.7
5280,4,DSC,3.574,1.00,1466.7,38.0,25.9
5340,1,DSC,3.596,1.00,1483.3,40.7,26.0
5340,2,DSC,3.605,1.00,1483.3,25.0,26.1
5340,3,DSC,3.567,1.00,1483.3,36.4,26.2
5340,4,DSC,3.580,1.00,1483.3,38.8,25.3
5400,1,DSC,3.589,1.00,1500.0,40.6,26.4
5400,2,DSC,3.591,1.00,1500.0,26.1,25.8
5400,3,DSC,3.569,1.00,1500.0,34.9,25.8
5400,4,DSC,3.573,1.00,1500.0,38.5,25.6
5460,1,DSC,3.586,1.00,1516.7,39.4,25.6
5460,2,DSC,3.588,1.00,1516.7,26.3,25.9
5460,3,DSC,3.554,1.00,1516.7,35.4,26.4
5460,4,DSC,3.565,1.00,1516.7,38.6,26.0
5520,1,DSC,3.585,1.00,1533.3,39.3,25.9
5520,2,DSC,3.583,1.00,1533.3,25.5,25.7
5520,3,DSC,3.552,1.00,1533.3,34.6,26.1
5520,4,DSC,3.568,1.00,1533.3,39.1,26.6
5580,1,DSC,3.578,1.00,1550.0,39.9,26.3
5580,2,DSC,3.581,1.00,1550.0,26.4,25.8
5580,3,DSC,3.538,1.00,1550.0,34.8,26.0
5580,4,DSC,3.562,1.00,1550.0,38.5,26.2
5640,1,DSC,3.568,1.00,1566.7,39.9,25.9
5640,2,DSC,3.565,1.00,1566.7,24.7,25.8
5640,3,DSC,3.542,1.00,1566.7,35.9,26.1
5640,4,DSC,3.557,1.00,1566.7,39.6,25.9
5700,1,DSC,3.569,1.00,1583.3,38.4,26.3
5700,2,DSC,3.573,1.00,1583.3,25.4,25.9
5700,3,DSC,3.542,1.00,1583.3,36.5,26.2
5700,4,DSC,3.551,1.00,1583.3,38.6,26.4
5760,1,DSC,3.563,1.00,1600.0,39.7,25.9
5760,2,DSC,3.572,1.00,1600.0,26.0,26.1
5760,3,DSC,3.535,1.00,1600.0,35.6,26.1
5760,4,DSC,3.549,1.00,1600.0,37.6,26.6
5820,1,DSC,3.564,1.00,1616.7,39.4,26.3
5820,2,DSC,3.567,1.00,1616.7,25.0,25.8
5820,3,DSC,3.528,1.00,1616.7,35.5,26.4
5820,4,DSC,3.546,1.00,1616.7,39.0,26.6
5880,1,DSC,3.555,1.00,1633.3,40.4,26.4
5880,2,DSC,3.554,1.00,1633.3,24.9,25.9
5880,3,DSC,3.533,1.00,1633.3,35.5,26.0
5880,4,DSC,3.543,1.00,1633.3,38.6,26.1
5940,1,DSC,3.558,1.00,1650.0,40.2,26.0
5940,2,DSC,3.555,1.00,1650.0,25.4,26.4
5940,3,DSC,3.525,1.00,1650.0,34.6,26.4
5940,4,DSC,3.529,1.00,1650.0,40.1,26.6
6000,1,DSC,3.545,1.00,1666.7,40.6,26.4
6000,2,DSC,3.552,1.00,1666.7,24.9,26.3
6000,3,DSC,3.521,1.00,1666.7,36.0,26.4
6000,4,DSC,3.531,1.00,1666.7,39.4,25.9
6060,1,DSC,3.542,1.00,1683.3,40.2,26.2
6060,2,DSC,3.553,1.00,1683.3,26.2,26.7
6060,3,DSC,3.520,1.00,1683.3,35.5,26.2
6060,4,DSC,3.531,1.00,1683.3,39.4,26.5
6120,1,DSC,3.545,1.00,1700.0,39.7,26.2
6120,2,DSC,3.540,1.00,1700.0,25.6,26.6
6120,3,DSC,3.508,1.00,1700.0,36.1,26.5
6120,4,DSC,3.529,1.00,1700.0,39.2,26.2
6180,1,DSC,3.535,1.00,1716.7,39.1,26.6
6180,2,DSC,3.535,1.00,1716.7,25.6,26.8
6180,3,DSC,3.506,1.00,1716.7,35.5,26.9
6180,4,DSC,3.525,1.00,1716.7,38.6,26.4
6240,1,DSC,3.531,1.00,1733.3,38.4,26.4
6240,2,DSC,3.537,1.00,1733.3,26.2,26.3
6240,3,DSC,3.493,1.00,1733.3,35.5,26.3
6240,4,DSC,3.517,1.00,1733.3,38.4,27.0
6300,1,DSC,3.525,1.00,1750.0,40.3,26.3
6300,2,DSC,3.538,1.00,1750.0,23.9,26.5
6300,3,DSC,3.486,1.00,1750.0,36.3,26.8
6300,4,DSC,3.517,1.00,1750.0,38.4,26.5
6360,1,DSC,3.523,1.00,1766.7,39.5,26.6
6360,2,DSC,3.528,1.00,1766.7,25.2,25.9
6360,3,DSC,3.485,1.00,1766.7,34.7,26.7
6360,4,DSC,3.507,1.00,1766.7,38.6,26.1
6420,1,DSC,3.524,1.00,1783.3,39.3,26.4
6420,2,DSC,3.525,1.00,1783.3,26.1,26.7
6420,3,DSC,3.478,1.00,1783.3,36.9,26.9
6420,4,DSC,3.498,1.00,1783.3,38.6,26.6
6480,1,DSC,3.523,1.00,1800.0,39.6,25.7
6480,2,DSC,3.516,1.00,1800.0,26.0,26.5
6480,3,DSC,3.475,1.00,1800.0,35.7,27.0
6480,4,DSC,3.492,1.00,1800.0,39.7,27.1
6540,1,DSC,3.518,1.00,1816.7,38.9,26.2
6540,2,DSC,3.512,1.00,1816.7,25.6,26.3
6540,3,DSC,3.463,1.00,1816.7,36.9,27.1
6540,4,DSC,3.486,1.00,1816.7,38.6,26.9
6600,1,DSC,3.509,1.00,1833.3,39.7,26.5
6600,2,DSC,3.510,1.00,1833.3,25.2,26.4
6600,3,DSC,3.455,1.00,1833.3,34.8,27.0
6600,4,DSC,3.480,1.00,1833.3,38.4,26.6
6660,1,DSC,3.501,1.00,1850.0,39.9,26.3
6660,2,DSC,3.502,1.00,1850.0,24.9,25.7
6660,3,DSC,3.453,1.00,1850.0,35.3,27.0
6660,4,DSC,3.482,1.00,1850.0,37.1,26.9
6720,1,DSC,3.498,1.00,1866.7,39.6,26.8
6720,2,DSC,3.497,1.00,1866.7,25.3,26.3
6720,3,DSC,3.447,1.00,1866.7,35.8,27.1
6720,4,DSC,3.471,1.00,1866.7,38.1,27.0
6780,1,DSC,3.491,1.00,1883.3,39.7,26.1
6780,2,DSC,3.497,1.00,1883.3,25.0,26.2
6780,3,DSC,3.439,1.00,1883.3,35.3,26.6
6780,4,DSC,3.464,1.00,1883.3,39.1,26.4
6840,1,DSC,3.486,1.00,1900.0,38.9,26.3
6840,2,DSC,3.488,1.00,1900.0,25.1,27.4
6840,3,DSC,3.441,1.00,1900.0,34.8,26.7
6840,4,DSC,3.457,1.00,1900.0,38.5,26.2
6900,1,DSC,3.487,1.00,1916.7,39.5,26.4
6900,2,DSC,3.482,1.00,1916.7,24.9,26.9
6900,3,DSC,3.426,1.00,1916.7,36.0,26.5
6900,4,DSC,3.447,1.00,1916.7,37.5,26.8
6960,1,DSC,3.475,1.00,1933.3,40.7,26.9
6960,2,DSC,3.472,1.00,1933.3,26.4,26.3
6960,3,DSC,3.427,1.00,1933.3,35.5,26.9
6960,4,DSC,3.447,1.00,1933.3,38.2,26.4
7020,1,DSC,3.466,1.00,1950.0,40.7,26.9
7020,2,DSC,3.470,1.00,1950.0,24.8,26.8
